,registered,number,text,letter,voivodeship,country
11180,2012-10-11,W5 MLM,MLM,W,mazowieckie,Poland
11181,2017-01-08,W5 MMM,MMM,W,mazowieckie,Poland
11182,2015-05-02,W5 MMMPL,MMMPL,W,mazowieckie,Poland
11183,2017-05-11,W5 MONI,MONI,W,mazowieckie,Poland
11184,2007-03-26,W5 MONIA,MONIA,W,mazowieckie,Poland
11185,2015-04-29,W5 MONIK,MONIK,W,mazowieckie,Poland
11186,2015-10-28,W5 MOPED,MOPED,W,mazowieckie,Poland
11187,2006-11-25,W5 MOSS,MOSS,W,mazowieckie,Poland
11188,2017-04-20,W5 MROZ,MROZ,W,mazowieckie,Poland
11189,2005-10-14,W5 MTDC,MTDC,W,mazowieckie,Poland
11190,2009-06-07,W5 MXM,MXM,W,mazowieckie,Poland
11191,2016-12-28,W5 MYSZA,MYSZA,W,mazowieckie,Poland
11192,2015-08-05,W5 MZURI,MZURI,W,mazowieckie,Poland
11193,2011-02-05,W5 NAILS,NAILS,W,mazowieckie,Poland
11194,2017-11-09,W5 NANNY,NANNY,W,mazowieckie,Poland
11195,2019-01-19,W5 NATAN,NATAN,W,mazowieckie,Poland
11196,2017-03-08,W5 NATKA,NATKA,W,mazowieckie,Poland
11197,2008-11-04,W5 NAVI,NAVI,W,mazowieckie,Poland
11198,2008-05-07,W5 NEO,NEO,W,mazowieckie,Poland
11199,2008-06-06,W5 NEWC5,NEWC5,W,mazowieckie,Poland
11200,2019-07-30,W5 NIKOS,NIKOS,W,mazowieckie,Poland
11201,2012-04-19,W5 NINA,NINA,W,mazowieckie,Poland
11202,2019-05-27,W5 NINA9,NINA9,W,mazowieckie,Poland
11203,2011-01-05,W5 NOTUS,NOTUS,W,mazowieckie,Poland
11204,2009-04-07,W5 NSD,NSD,W,mazowieckie,Poland
11205,2014-12-02,W5 NUMER,NUMER,W,mazowieckie,Poland
11206,2006-10-03,W5 OLA,OLA,W,mazowieckie,Poland
11207,2016-06-23,W5 OLGA,OLGA,W,mazowieckie,Poland
11208,2011-04-19,W5 OLO,OLO,W,mazowieckie,Poland
11209,2018-12-12,W5 OMEGA,OMEGA,W,mazowieckie,Poland
11210,2016-01-22,W5 ONYX,ONYX,W,mazowieckie,Poland
11211,2007-08-19,W5 OOO,OOO,W,mazowieckie,Poland
11212,2015-01-18,W5 OOO1,OOO1,W,mazowieckie,Poland
11213,2017-09-26,W5 OOO55,OOO55,W,mazowieckie,Poland
11214,2016-03-23,W5 OOO77,OOO77,W,mazowieckie,Poland
11215,2009-03-17,W5 OOOO,OOOO,W,mazowieckie,Poland
11216,2012-06-19,W5 OOOO1,OOOO1,W,mazowieckie,Poland
11217,2013-08-09,W5 OOOO5,OOOO5,W,mazowieckie,Poland
11218,2009-03-27,W5 OOOOO,OOOOO,W,mazowieckie,Poland
11219,2014-07-01,W5 OOSL,OOSL,W,mazowieckie,Poland
11220,2015-10-02,W5 ORB1T,ORB1T,W,mazowieckie,Poland
11221,2015-10-02,W5 ORBI7,ORBI7,W,mazowieckie,Poland
11222,2016-10-20,W5 ORBIT,ORBIT,W,mazowieckie,Poland
11223,2018-02-08,W5 ORBJT,ORBJT,W,mazowieckie,Poland
11224,2012-07-12,W5 OSCAR,OSCAR,W,mazowieckie,Poland
11225,2017-02-20,W5 OSKAR,OSKAR,W,mazowieckie,Poland
11226,2014-02-07,W5 OWOCS,OWOCS,W,mazowieckie,Poland
11227,2012-12-16,W5 PABLO,PABLO,W,mazowieckie,Poland
11228,2011-12-30,W5 PAOLA,PAOLA,W,mazowieckie,Poland
11229,2005-04-07,W5 PAULA,PAULA,W,mazowieckie,Poland
11230,2004-10-06,W5 PAWEL,PAWEL,W,mazowieckie,Poland
11231,2012-09-15,W5 PEGAZ,PEGAZ,W,mazowieckie,Poland
11232,2015-11-21,W5 PERLA,PERLA,W,mazowieckie,Poland
11233,2011-06-25,W5 PETER,PETER,W,mazowieckie,Poland
11234,2012-08-26,W5 PHAR,PHAR,W,mazowieckie,Poland
11235,2019-04-17,W5 PILOT,PILOT,W,mazowieckie,Poland
11236,2003-03-06,W5 PIM,PIM,W,mazowieckie,Poland
11237,2010-06-18,W5 PIMAR,PIMAR,W,mazowieckie,Poland
11238,2007-10-19,W5 PIOTR,PIOTR,W,mazowieckie,Poland
11239,2019-08-14,W5 PL13,PL13,W,mazowieckie,Poland
11240,2016-12-12,W5 PL55,PL55,W,mazowieckie,Poland
11241,2004-05-24,W5 PLON,PLON,W,mazowieckie,Poland
11242,2010-03-08,W5 PODER,PODER,W,mazowieckie,Poland
11243,2007-06-13,W5 POLAK,POLAK,W,mazowieckie,Poland
11244,2004-09-25,W5 POLKA,POLKA,W,mazowieckie,Poland
11245,2008-06-04,W5 POLKI,POLKI,W,mazowieckie,Poland
11246,2016-12-03,W5 POMOC,POMOC,W,mazowieckie,Poland
11247,2012-03-26,W5 POWER,POWER,W,mazowieckie,Poland
11248,2008-06-04,W5 PREMA,PREMA,W,mazowieckie,Poland
11249,2013-07-28,W5 PREWA,PREWA,W,mazowieckie,Poland
11250,2006-12-16,W5 PRO,PRO,W,mazowieckie,Poland
11251,2008-06-04,W5 PRO5,PRO5,W,mazowieckie,Poland
11252,2004-11-27,W5 PRO55,PRO55,W,mazowieckie,Poland
11253,2013-04-13,W5 PROEL,PROEL,W,mazowieckie,Poland
11254,2007-07-09,W5 PRP12,PRP12,W,mazowieckie,Poland
11255,2007-04-05,W5 PRP13,PRP13,W,mazowieckie,Poland
11256,2007-06-27,W5 PRP16,PRP16,W,mazowieckie,Poland
11257,2007-04-13,W5 PRP18,PRP18,W,mazowieckie,Poland
11258,2007-12-30,W5 PRP19,PRP19,W,mazowieckie,Poland
11259,2007-04-11,W5 PRP2,PRP2,W,mazowieckie,Poland
11260,2007-09-05,W5 PRP20,PRP20,W,mazowieckie,Poland
11261,2007-06-04,W5 PRP21,PRP21,W,mazowieckie,Poland
11262,2007-04-17,W5 PRP22,PRP22,W,mazowieckie,Poland
11263,2007-07-25,W5 PRP25,PRP25,W,mazowieckie,Poland
11264,2007-04-15,W5 PRP26,PRP26,W,mazowieckie,Poland
11265,2007-06-18,W5 PRP27,PRP27,W,mazowieckie,Poland
11266,2007-04-17,W5 PRP28,PRP28,W,mazowieckie,Poland
11267,2007-08-04,W5 PRP29,PRP29,W,mazowieckie,Poland
11268,2007-04-15,W5 PRP3,PRP3,W,mazowieckie,Poland
11269,2007-04-06,W5 PRP30,PRP30,W,mazowieckie,Poland
11270,2007-04-06,W5 PRP31,PRP31,W,mazowieckie,Poland
11271,2007-05-07,W5 PRP32,PRP32,W,mazowieckie,Poland
11272,2008-03-28,W5 PRP33,PRP33,W,mazowieckie,Poland
11273,2007-10-02,W5 PRP34,PRP34,W,mazowieckie,Poland
11274,2007-03-19,W5 PRP35,PRP35,W,mazowieckie,Poland
11275,2007-08-07,W5 PRP36,PRP36,W,mazowieckie,Poland
11276,2007-10-05,W5 PRP37,PRP37,W,mazowieckie,Poland
11277,2007-03-24,W5 PRP38,PRP38,W,mazowieckie,Poland
11278,2007-04-17,W5 PRP39,PRP39,W,mazowieckie,Poland
11279,2008-02-08,W5 PRP4,PRP4,W,mazowieckie,Poland
11280,2007-08-27,W5 PRP40,PRP40,W,mazowieckie,Poland
11281,2007-06-10,W5 PRP41,PRP41,W,mazowieckie,Poland
11282,2007-03-21,W5 PRP42,PRP42,W,mazowieckie,Poland
11283,2007-05-31,W5 PRP43,PRP43,W,mazowieckie,Poland
11284,2007-08-20,W5 PRP44,PRP44,W,mazowieckie,Poland
11285,2007-06-06,W5 PRP47,PRP47,W,mazowieckie,Poland
11286,2007-04-13,W5 PRP48,PRP48,W,mazowieckie,Poland
11287,2007-04-10,W5 PRP49,PRP49,W,mazowieckie,Poland
11288,2007-07-25,W5 PRP5,PRP5,W,mazowieckie,Poland
11289,2007-06-03,W5 PRP50,PRP50,W,mazowieckie,Poland
11290,2007-05-22,W5 PRP51,PRP51,W,mazowieckie,Poland
11291,2007-07-25,W5 PRP52,PRP52,W,mazowieckie,Poland
11292,2007-07-27,W5 PRP53,PRP53,W,mazowieckie,Poland
11293,2007-08-23,W5 PRP55,PRP55,W,mazowieckie,Poland
11294,2008-03-21,W5 PRP56,PRP56,W,mazowieckie,Poland
11295,2007-03-24,W5 PRP57,PRP57,W,mazowieckie,Poland
11296,2007-07-25,W5 PRP58,PRP58,W,mazowieckie,Poland
11297,2008-05-27,W5 PRP59,PRP59,W,mazowieckie,Poland
11298,2007-04-29,W5 PRP6,PRP6,W,mazowieckie,Poland
11299,2007-05-22,W5 PRP60,PRP60,W,mazowieckie,Poland
11300,2007-10-19,W5 PRP61,PRP61,W,mazowieckie,Poland
11301,2007-05-22,W5 PRP62,PRP62,W,mazowieckie,Poland
11302,2007-05-22,W5 PRP63,PRP63,W,mazowieckie,Poland
11303,2007-06-06,W5 PRP64,PRP64,W,mazowieckie,Poland
11304,2008-02-16,W5 PRP68,PRP68,W,mazowieckie,Poland
11305,2008-03-06,W5 PRP70,PRP70,W,mazowieckie,Poland
11306,2007-12-15,W5 PRP72,PRP72,W,mazowieckie,Poland
11307,2007-09-03,W5 PRP75,PRP75,W,mazowieckie,Poland
11308,2007-08-28,W5 PRP76,PRP76,W,mazowieckie,Poland
11309,2008-01-29,W5 PRP77,PRP77,W,mazowieckie,Poland
11310,2007-11-15,W5 PRP78,PRP78,W,mazowieckie,Poland
11311,2007-10-04,W5 PRP79,PRP79,W,mazowieckie,Poland
11312,2007-05-08,W5 PRP8,PRP8,W,mazowieckie,Poland
11313,2007-08-07,W5 PRP80,PRP80,W,mazowieckie,Poland
11314,2007-10-03,W5 PRP81,PRP81,W,mazowieckie,Poland
11315,2007-07-25,W5 PRP84,PRP84,W,mazowieckie,Poland
11316,2007-08-13,W5 PRP85,PRP85,W,mazowieckie,Poland
11317,2007-08-27,W5 PRP86,PRP86,W,mazowieckie,Poland
11318,2008-04-10,W5 PRP87,PRP87,W,mazowieckie,Poland
11319,2008-01-31,W5 PRP88,PRP88,W,mazowieckie,Poland
11320,2007-08-07,W5 PRP89,PRP89,W,mazowieckie,Poland
11321,2007-05-06,W5 PRP9,PRP9,W,mazowieckie,Poland
11322,2008-02-10,W5 PRP90,PRP90,W,mazowieckie,Poland
11323,2007-10-08,W5 PRP93,PRP93,W,mazowieckie,Poland
11324,2007-07-16,W5 PRP97,PRP97,W,mazowieckie,Poland
11325,2007-08-07,W5 PRP98,PRP98,W,mazowieckie,Poland
11326,2007-07-23,W5 PRP99,PRP99,W,mazowieckie,Poland
11327,2014-03-30,W5 PTZ14,PTZ14,W,mazowieckie,Poland
11328,2004-05-09,W5 PUMA,PUMA,W,mazowieckie,Poland
11329,2012-05-02,W5 PUMA0,PUMA0,W,mazowieckie,Poland
11330,2008-07-01,W5 PUMA1,PUMA1,W,mazowieckie,Poland
11331,2006-02-11,W5 PUMA5,PUMA5,W,mazowieckie,Poland
11332,2012-05-03,W5 PUMA6,PUMA6,W,mazowieckie,Poland
11333,2012-09-17,W5 PUMA7,PUMA7,W,mazowieckie,Poland
11334,2015-01-03,W5 PUMAO,PUMAO,W,mazowieckie,Poland
11335,2017-07-21,W5 R32,R32,W,mazowieckie,Poland
11336,2011-06-26,W5 RADEK,RADEK,W,mazowieckie,Poland
11337,2016-04-02,W5 RAFAL,RAFAL,W,mazowieckie,Poland
11338,2015-05-21,W5 RCU,RCU,W,mazowieckie,Poland
11339,2018-03-07,W5 RE55,RE55,W,mazowieckie,Poland
11340,2013-09-17,W5 REDUX,REDUX,W,mazowieckie,Poland
11341,2013-08-15,W5 REGE,REGE,W,mazowieckie,Poland
11342,2016-05-16,W5 REMUS,REMUS,W,mazowieckie,Poland
11343,2008-02-17,W5 RENIA,RENIA,W,mazowieckie,Poland
11344,2005-06-04,W5 RICO1,RICO1,W,mazowieckie,Poland
11345,2004-06-12,W5 RICO2,RICO2,W,mazowieckie,Poland
11346,2005-06-08,W5 RICO3,RICO3,W,mazowieckie,Poland
11347,2006-05-18,W5 RICO4,RICO4,W,mazowieckie,Poland
11348,2005-06-04,W5 RICO5,RICO5,W,mazowieckie,Poland
11349,2005-07-02,W5 RICOE,RICOE,W,mazowieckie,Poland
11350,2014-10-17,W5 RM77,RM77,W,mazowieckie,Poland
11351,2015-04-12,W5 RMC,RMC,W,mazowieckie,Poland
11352,2019-06-26,W5 ROBAK,ROBAK,W,mazowieckie,Poland
11353,2008-12-16,W5 ROMIX,ROMIX,W,mazowieckie,Poland
11354,2016-07-13,W5 RRRUM,RRRUM,W,mazowieckie,Poland
11355,2016-09-26,W5 RUDA,RUDA,W,mazowieckie,Poland
11356,2010-05-22,W5 RYSIO,RYSIO,W,mazowieckie,Poland
11357,2018-10-14,W5 RZK,RZK,W,mazowieckie,Poland
11358,2012-07-02,W5 SANDI,SANDI,W,mazowieckie,Poland
11359,2014-03-25,W5 SAS,SAS,W,mazowieckie,Poland
11360,2009-06-15,W5 SCM,SCM,W,mazowieckie,Poland
11361,2016-04-29,W5 SEBA,SEBA,W,mazowieckie,Poland
11362,2014-04-03,W5 SEBEK,SEBEK,W,mazowieckie,Poland
11363,2016-09-06,W5 SEC,SEC,W,mazowieckie,Poland
11364,2006-08-02,W5 SEKA,SEKA,W,mazowieckie,Poland
11365,2009-07-09,W5 SELKO,SELKO,W,mazowieckie,Poland
11366,2006-05-02,W5 SENAT,SENAT,W,mazowieckie,Poland
11367,2007-08-22,W5 SEYKO,SEYKO,W,mazowieckie,Poland
11368,2009-02-04,W5 SGEF,SGEF,W,mazowieckie,Poland
11369,2009-06-26,W5 SGELP,SGELP,W,mazowieckie,Poland
11370,2007-02-19,W5 SHARK,SHARK,W,mazowieckie,Poland
11371,2004-06-12,W5 SIGMA,SIGMA,W,mazowieckie,Poland
11372,2004-07-19,W5 SKAN,SKAN,W,mazowieckie,Poland
11373,2003-09-27,W5 SKIRA,SKIRA,W,mazowieckie,Poland
11374,2014-08-10,W5 SMILE,SMILE,W,mazowieckie,Poland
11375,2012-04-13,W5 SOCHO,SOCHO,W,mazowieckie,Poland
11376,2007-05-17,W5 SOPRO,SOPRO,W,mazowieckie,Poland
11377,2018-10-08,W5 SOS,SOS,W,mazowieckie,Poland
11378,2016-08-18,W5 SOTOR,SOTOR,W,mazowieckie,Poland
11379,2007-05-23,W5 SOY,SOY,W,mazowieckie,Poland
11380,2014-07-15,W5 SPINE,SPINE,W,mazowieckie,Poland
11381,2011-03-07,W5 SPORT,SPORT,W,mazowieckie,Poland
11382,2016-12-13,W5 SSF,SSF,W,mazowieckie,Poland
11383,2019-06-03,W5 SSS55,SSS55,W,mazowieckie,Poland
11384,2017-09-03,W5 SSSS,SSSS,W,mazowieckie,Poland
11385,2008-03-24,W5 STEMA,STEMA,W,mazowieckie,Poland
11386,2017-09-25,W5 STI,STI,W,mazowieckie,Poland
11387,2003-02-19,W5 STILO,STILO,W,mazowieckie,Poland
11388,2009-09-26,W5 STYKS,STYKS,W,mazowieckie,Poland
11389,2019-07-01,W5 SUDA,SUDA,W,mazowieckie,Poland
11390,2004-12-13,W5 SUMA,SUMA,W,mazowieckie,Poland
11391,2016-09-07,W5 SUPRA,SUPRA,W,mazowieckie,Poland
11392,2019-08-16,W5 SYLA,SYLA,W,mazowieckie,Poland
11393,2015-12-21,W5 TADEK,TADEK,W,mazowieckie,Poland
11394,2011-09-23,W5 TALA,TALA,W,mazowieckie,Poland
11395,2010-01-06,W5 TANCZ,TANCZ,W,mazowieckie,Poland
11396,2018-05-14,W5 TELKA,TELKA,W,mazowieckie,Poland
11397,2018-10-02,W5 TESLA,TESLA,W,mazowieckie,Poland
11398,2005-10-05,W5 TEXI,TEXI,W,mazowieckie,Poland
11399,2009-12-29,W5 TIGER,TIGER,W,mazowieckie,Poland
11400,2008-12-02,W5 TIMEX,TIMEX,W,mazowieckie,Poland
11401,2011-07-15,W5 TMC,TMC,W,mazowieckie,Poland
11402,2019-05-08,W5 TOBI,TOBI,W,mazowieckie,Poland
11403,2005-07-17,W5 TOMEK,TOMEK,W,mazowieckie,Poland
11404,2016-02-10,W5 TOMI,TOMI,W,mazowieckie,Poland
11405,2015-06-12,W5 TOUAX,TOUAX,W,mazowieckie,Poland
11406,2017-07-20,W5 TOY,TOY,W,mazowieckie,Poland
11407,2009-01-15,W5 TRAKT,TRAKT,W,mazowieckie,Poland
11408,2011-10-11,W5 TRANS,TRANS,W,mazowieckie,Poland
11409,2008-10-24,W5 TURBO,TURBO,W,mazowieckie,Poland
11410,2008-01-23,W5 TWINS,TWINS,W,mazowieckie,Poland
11411,2019-04-05,W5 TWIX,TWIX,W,mazowieckie,Poland
11412,2018-09-29,W5 TWIX0,TWIX0,W,mazowieckie,Poland
11413,2019-06-08,W5 TWIX1,TWIX1,W,mazowieckie,Poland
11414,2018-09-18,W5 TWIX4,TWIX4,W,mazowieckie,Poland
11415,2018-12-06,W5 TWIX5,TWIX5,W,mazowieckie,Poland
11416,2019-01-21,W5 TWIX6,TWIX6,W,mazowieckie,Poland
11417,2018-09-24,W5 TWIX7,TWIX7,W,mazowieckie,Poland
11418,2019-06-29,W5 TWIX8,TWIX8,W,mazowieckie,Poland
11419,2018-10-06,W5 TWIX9,TWIX9,W,mazowieckie,Poland
11420,2015-07-15,W5 TYLIK,TYLIK,W,mazowieckie,Poland
11421,2009-08-05,W5 UNLTD,UNLTD,W,mazowieckie,Poland
11422,2008-04-10,W5 URSA1,URSA1,W,mazowieckie,Poland
11423,2007-06-04,W5 URSA2,URSA2,W,mazowieckie,Poland
11424,2007-08-06,W5 URSA3,URSA3,W,mazowieckie,Poland
11425,2008-10-15,W5 URSA4,URSA4,W,mazowieckie,Poland
11426,2017-03-29,W5 VEGAS,VEGAS,W,mazowieckie,Poland
11427,2008-04-12,W5 VETTE,VETTE,W,mazowieckie,Poland
11428,2005-10-22,W5 VIP,VIP,W,mazowieckie,Poland
11429,2014-09-03,W5 VIP1,VIP1,W,mazowieckie,Poland
11430,2005-04-17,W5 VIPOL,VIPOL,W,mazowieckie,Poland
11431,2012-09-28,W5 VMAX,VMAX,W,mazowieckie,Poland
11432,2005-09-09,W5 VOITH,VOITH,W,mazowieckie,Poland
11433,2018-10-17,W5 VV55,VV55,W,mazowieckie,Poland
11434,2011-09-23,W5 VVV,VVV,W,mazowieckie,Poland
11435,2019-04-24,W5 VVV5,VVV5,W,mazowieckie,Poland
11436,2018-11-30,W5 VVVV,VVVV,W,mazowieckie,Poland
11437,2006-11-27,W5 WAGI,WAGI,W,mazowieckie,Poland
11438,2019-06-07,W5 WAGI4,WAGI4,W,mazowieckie,Poland
11439,2007-02-07,W5 WALDI,WALDI,W,mazowieckie,Poland
11440,2010-09-28,W5 WHITE,WHITE,W,mazowieckie,Poland
11441,2017-09-01,W5 WIKI,WIKI,W,mazowieckie,Poland
11442,2016-12-24,W5 WILD,WILD,W,mazowieckie,Poland
11443,2003-09-13,W5 WIMAL,WIMAL,W,mazowieckie,Poland
11444,2011-11-10,W5 WINO,WINO,W,mazowieckie,Poland
11445,2013-09-23,W5 WIOLA,WIOLA,W,mazowieckie,Poland
11446,2016-11-19,W5 WW55,WW55,W,mazowieckie,Poland
11447,2005-02-20,W5 WWS,WWS,W,mazowieckie,Poland
11448,2016-06-04,W5 WWV55,WWV55,W,mazowieckie,Poland
11449,2014-11-20,W5 WWW55,WWW55,W,mazowieckie,Poland
11450,2005-06-05,W5 WWWPL,WWWPL,W,mazowieckie,Poland
11451,2019-02-13,W5 WWWW,WWWW,W,mazowieckie,Poland
11452,2018-04-11,W5 WWWW5,WWWW5,W,mazowieckie,Poland
11453,2012-06-25,W5 WWWWW,WWWWW,W,mazowieckie,Poland
11454,2018-08-09,W5 X5M,X5M,W,mazowieckie,Poland
11455,2007-12-18,W5 XAB1X,XAB1X,W,mazowieckie,Poland
11456,2007-12-18,W5 XABX,XABX,W,mazowieckie,Poland
11457,2011-07-04,W5 XABX1,XABX1,W,mazowieckie,Poland
11458,2009-07-30,W5 XANDU,XANDU,W,mazowieckie,Poland
11459,2004-05-02,W5 XELL,XELL,W,mazowieckie,Poland
11460,2004-01-31,W5 XELLA,XELLA,W,mazowieckie,Poland
11461,2013-08-06,W5 XOX,XOX,W,mazowieckie,Poland
11462,2017-02-13,W5 XSTAR,XSTAR,W,mazowieckie,Poland
11463,2007-01-05,W5 XXL,XXL,W,mazowieckie,Poland
11464,2004-02-29,W5 XXX,XXX,W,mazowieckie,Poland
11465,2009-04-26,W5 XXXL,XXXL,W,mazowieckie,Poland
11466,2008-05-13,W5 XXXX,XXXX,W,mazowieckie,Poland
11467,2017-01-16,W5 XXXX5,XXXX5,W,mazowieckie,Poland
11468,2005-04-07,W5 XXXXX,XXXXX,W,mazowieckie,Poland
11469,2016-07-31,W5 XXY,XXY,W,mazowieckie,Poland
11470,2016-04-23,W5 XYX,XYX,W,mazowieckie,Poland
11471,2018-09-26,W5 XYZ,XYZ,W,mazowieckie,Poland
11472,2006-08-20,W5 YARIS,YARIS,W,mazowieckie,Poland
11473,2018-12-20,W5 ZBHOL,ZBHOL,W,mazowieckie,Poland
11474,2016-06-05,W5 ZEUS,ZEUS,W,mazowieckie,Poland
11475,2011-03-31,W5 ZIBI,ZIBI,W,mazowieckie,Poland
11476,2008-04-26,W5 ZORRO,ZORRO,W,mazowieckie,Poland
11477,2016-07-12,W5 ZOSIA,ZOSIA,W,mazowieckie,Poland
11478,2016-06-13,W5 ZUJMY,ZUJMY,W,mazowieckie,Poland
11479,2014-07-10,W5 ZYG88,ZYG88,W,mazowieckie,Poland
11480,2019-06-06,W5 ZYWY,ZYWY,W,mazowieckie,Poland
11481,2010-06-06,W6 AA66,AA66,W,mazowieckie,Poland
11482,2013-02-16,W6 ABUS,ABUS,W,mazowieckie,Poland
11483,2012-03-13,W6 ACTIV,ACTIV,W,mazowieckie,Poland
11484,2011-06-24,W6 ADHD,ADHD,W,mazowieckie,Poland
11485,2014-01-02,W6 ADI,ADI,W,mazowieckie,Poland
11486,2014-08-04,W6 ADMAL,ADMAL,W,mazowieckie,Poland
11487,2008-08-30,W6 AGA,AGA,W,mazowieckie,Poland
11488,2011-08-08,W6 AGNES,AGNES,W,mazowieckie,Poland
11489,2016-08-30,W6 AIR4S,AIR4S,W,mazowieckie,Poland
11490,2019-04-25,W6 AKTIO,AKTIO,W,mazowieckie,Poland
11491,2011-07-19,W6 ALIEN,ALIEN,W,mazowieckie,Poland
11492,2015-09-05,W6 AMG,AMG,W,mazowieckie,Poland
11493,2016-08-18,W6 AMG63,AMG63,W,mazowieckie,Poland
11494,2006-03-13,W6 AMIGO,AMIGO,W,mazowieckie,Poland
11495,2018-07-18,W6 AMW,AMW,W,mazowieckie,Poland
11496,2016-01-22,W6 ANETA,ANETA,W,mazowieckie,Poland
11497,2008-03-19,W6 ANGEL,ANGEL,W,mazowieckie,Poland
11498,2005-12-06,W6 ANIA,ANIA,W,mazowieckie,Poland
11499,2018-06-04,W6 ANNHI,ANNHI,W,mazowieckie,Poland
11500,2004-08-16,W6 ANON1,ANON1,W,mazowieckie,Poland
11501,2007-09-09,W6 ANULA,ANULA,W,mazowieckie,Poland
11502,2006-07-31,W6 APORT,APORT,W,mazowieckie,Poland
11503,2019-05-19,W6 APPLE,APPLE,W,mazowieckie,Poland
11504,2008-10-31,W6 ARCHM,ARCHM,W,mazowieckie,Poland
11505,2011-03-04,W6 ARIS,ARIS,W,mazowieckie,Poland
11506,2016-01-21,W6 ARMEX,ARMEX,W,mazowieckie,Poland
11507,2007-02-23,W6 ARTUR,ARTUR,W,mazowieckie,Poland
11508,2008-06-28,W6 ASIA,ASIA,W,mazowieckie,Poland
11509,2013-06-09,W6 ASIYE,ASIYE,W,mazowieckie,Poland
11510,2018-07-15,W6 ATS,ATS,W,mazowieckie,Poland
11511,2009-08-08,W6 AUDI,AUDI,W,mazowieckie,Poland
11512,2007-03-18,W6 AURIS,AURIS,W,mazowieckie,Poland
11513,2019-02-21,W6 AURO,AURO,W,mazowieckie,Poland
11514,2018-03-08,W6 AVIT,AVIT,W,mazowieckie,Poland
11515,2015-05-08,W6 AVON1,AVON1,W,mazowieckie,Poland
11516,2015-07-05,W6 AVON2,AVON2,W,mazowieckie,Poland
11517,2016-05-17,W6 AVON3,AVON3,W,mazowieckie,Poland
11518,2017-03-04,W6 AVON4,AVON4,W,mazowieckie,Poland
11519,2015-10-14,W6 AVON6,AVON6,W,mazowieckie,Poland
11520,2016-07-16,W6 AVON7,AVON7,W,mazowieckie,Poland
11521,2016-12-29,W6 AVON9,AVON9,W,mazowieckie,Poland
11522,2005-03-08,W6 AWAS,AWAS,W,mazowieckie,Poland
11523,2017-08-25,W6 B66,B66,W,mazowieckie,Poland
11524,2017-02-11,W6 B88,B88,W,mazowieckie,Poland
11525,2009-05-14,W6 BAKER,BAKER,W,mazowieckie,Poland
11526,2019-06-20,W6 BAMAR,BAMAR,W,mazowieckie,Poland
11527,2006-12-12,W6 BATT,BATT,W,mazowieckie,Poland
11528,2017-10-17,W6 BEAST,BEAST,W,mazowieckie,Poland
11529,2005-05-16,W6 BEATA,BEATA,W,mazowieckie,Poland
11530,2016-05-13,W6 BELLA,BELLA,W,mazowieckie,Poland
11531,2017-10-10,W6 BEN,BEN,W,mazowieckie,Poland
11532,2018-06-15,W6 BENEK,BENEK,W,mazowieckie,Poland
11533,2016-06-16,W6 BERRY,BERRY,W,mazowieckie,Poland
11534,2011-03-10,W6 BETI,BETI,W,mazowieckie,Poland
11535,2018-05-07,W6 BEZA,BEZA,W,mazowieckie,Poland
11536,2013-08-02,W6 BIG,BIG,W,mazowieckie,Poland
11537,2010-12-17,W6 BIMAR,BIMAR,W,mazowieckie,Poland
11538,2009-07-26,W6 BLACK,BLACK,W,mazowieckie,Poland
11539,2016-07-18,W6 BLUE,BLUE,W,mazowieckie,Poland
11540,2016-08-01,W6 BLUE1,BLUE1,W,mazowieckie,Poland
11541,2008-06-22,W6 BMW,BMW,W,mazowieckie,Poland
11542,2015-12-03,W6 BMW66,BMW66,W,mazowieckie,Poland
11543,2009-07-26,W6 BMWM6,BMWM6,W,mazowieckie,Poland
11544,2016-12-04,W6 BOKSZ,BOKSZ,W,mazowieckie,Poland
11545,2004-01-05,W6 BPLG,BPLG,W,mazowieckie,Poland
11546,2017-02-27,W6 BRAMY,BRAMY,W,mazowieckie,Poland
11547,2005-10-05,W6 BRAUN,BRAUN,W,mazowieckie,Poland
11548,2003-12-04,W6 BRUHN,BRUHN,W,mazowieckie,Poland
11549,2016-09-11,W6 BRUNI,BRUNI,W,mazowieckie,Poland
11550,2018-12-24,W6 BUSSO,BUSSO,W,mazowieckie,Poland
11551,2015-04-15,W6 BW75,BW75,W,mazowieckie,Poland
11552,2017-01-23,W6 CAMCO,CAMCO,W,mazowieckie,Poland
11553,2018-02-07,W6 CAMSO,CAMSO,W,mazowieckie,Poland
11554,2007-07-20,W6 CC66,CC66,W,mazowieckie,Poland
11555,2007-09-15,W6 CEMEX,CEMEX,W,mazowieckie,Poland
11556,2006-10-18,W6 CEZAR,CEZAR,W,mazowieckie,Poland
11557,2017-03-13,W6 CHEVY,CHEVY,W,mazowieckie,Poland
11558,2016-11-30,W6 CHR,CHR,W,mazowieckie,Poland
11559,2005-01-13,W6 COBRA,COBRA,W,mazowieckie,Poland
11560,2017-08-30,W6 CODEC,CODEC,W,mazowieckie,Poland
11561,2015-02-11,W6 COPIX,COPIX,W,mazowieckie,Poland
11562,2017-07-02,W6 CRAZY,CRAZY,W,mazowieckie,Poland
11563,2018-07-12,W6 CSI,CSI,W,mazowieckie,Poland
11564,2016-12-16,W6 CYGAN,CYGAN,W,mazowieckie,Poland
11565,2017-05-30,W6 CZARO,CZARO,W,mazowieckie,Poland
