,distance,consumption,status,type
7858,109787,12,used,truck
7859,181629,10,used,car
7860,136472,9,used,car
7861,223154,10,used,car
7862,18134,6,young,car
7863,237047,16,used,truck
7864,73399,1,young,electric
7865,73000,17,young,truck
7866,18245,3,young,car
7867,8324,14,young,truck
7868,5749,9,young,car
7869,291706,8,old,car
7870,288451,14,old,truck
7871,267632,13,old,truck
7872,281380,7,old,car
7873,5062,13,young,truck
7874,24200,8,young,car
7875,213940,13,used,truck
7876,139720,11,used,truck
7877,229897,16,used,truck
7878,8437,4,young,car
7879,294126,16,old,truck
7880,83179,8,young,car
7881,11505,7,young,car
7882,50430,14,young,truck
7883,30446,6,young,car
7884,270653,3,old,car
7885,10736,13,young,truck
7886,248903,9,used,car
7887,140486,10,used,car
7888,84556,5,young,car
7889,66810,8,young,car
7890,67045,0,young,electric
7891,58404,17,young,truck
7892,236449,15,used,truck
7893,9397,11,young,truck
7894,143732,8,used,car
7895,126897,19,used,truck
7896,166515,2,used,car
7897,237412,0,used,electric
7898,62200,10,young,car
7899,52569,2,young,car
7900,124430,9,used,car
7901,68387,5,young,car
7902,17362,10,young,car
7903,290155,15,old,truck
7904,41780,14,young,truck
7905,107709,14,used,truck
7906,201714,1,used,electric
7907,13778,9,young,car
7908,93900,8,young,car
7909,194740,6,used,car
7910,298858,3,old,car
7911,56789,19,young,truck
7912,253907,10,old,car
7913,294797,10,old,car
7914,214118,11,used,truck
7915,253181,2,old,car
7916,10697,16,young,truck
7917,115866,10,used,car
7918,90473,5,young,car
7919,168245,2,used,car
7920,109012,17,used,truck
7921,138986,12,used,truck
7922,51867,8,young,car
7923,23188,19,young,truck
7924,28539,12,young,truck
7925,212223,9,used,car
7926,60771,13,young,truck
7927,59085,10,young,car
7928,229317,19,used,truck
7929,40007,6,young,car
7930,76699,14,young,truck
7931,86711,6,young,car
7932,165576,4,used,car
7933,730,5,young,car
7934,91991,14,young,truck
7935,20022,14,young,truck
7936,50865,12,young,truck
7937,129420,18,used,truck
7938,101205,19,used,truck
7939,237959,7,used,car
7940,299429,7,old,car
7941,143755,10,used,car
7942,143548,18,used,truck
7943,94569,11,young,truck
7944,244941,17,used,truck
7945,38407,8,young,car
7946,15510,19,young,truck
7947,28769,1,young,electric
7948,83817,12,young,truck
7949,114431,2,used,car
7950,72316,10,young,car
7951,124090,6,used,car
7952,104572,4,used,car
7953,141710,9,used,car
7954,208241,4,used,car
7955,267627,0,old,electric
7956,125949,13,used,truck
7957,110092,15,used,truck
7958,138863,11,used,truck
7959,4488,17,young,truck
7960,190736,14,used,truck
7961,202318,3,used,car
7962,400,14,young,truck
7963,122825,2,used,car
7964,252374,9,old,car
7965,87756,3,young,car
7966,251709,10,old,car
7967,112798,8,used,car
7968,58410,2,young,car
7969,70188,13,young,truck
7970,2287,11,young,truck
7971,29042,6,young,car
7972,17949,14,young,truck
7973,142426,15,used,truck
7974,249417,12,used,truck
7975,135361,19,used,truck
7976,156989,2,used,car
7977,290268,15,old,truck
7978,267855,2,old,car
7979,79976,11,young,truck
7980,166140,1,used,electric
7981,253879,16,old,truck
7982,70925,11,young,truck
7983,213850,13,used,truck
7984,43897,1,young,electric
7985,245675,17,used,truck
7986,138703,12,used,truck
7987,268887,10,old,car
7988,90497,4,young,car
7989,38821,7,young,car
7990,261562,12,old,truck
7991,50420,1,young,electric
7992,106575,8,used,car
7993,180796,11,used,truck
7994,128632,16,used,truck
7995,73263,18,young,truck
7996,181434,3,used,car
7997,112913,19,used,truck
7998,178501,9,used,car
7999,232189,15,used,truck
8000,249832,17,used,truck
8001,171526,6,used,car
8002,244798,10,used,car
8003,276058,14,old,truck
8004,201506,19,used,truck
8005,150898,8,used,car
8006,8229,8,young,car
8007,191356,2,used,car
8008,274645,5,old,car
8009,99035,6,young,car
8010,269978,3,old,car
8011,237312,15,used,truck
8012,83949,13,young,truck
8013,204841,18,used,truck
8014,201982,12,used,truck
8015,146952,12,used,truck
8016,216764,7,used,car
8017,94150,10,young,car
8018,297844,18,old,truck
8019,4864,14,young,truck
8020,12768,17,young,truck
8021,15460,6,young,car
8022,154968,5,used,car
8023,233182,7,used,car
8024,277620,12,old,truck
8025,119467,1,used,electric
8026,102599,0,used,electric
8027,285164,9,old,car
8028,152577,13,used,truck
8029,134586,15,used,truck
8030,154033,17,used,truck
8031,207917,6,used,car
8032,168767,18,used,truck
8033,27847,0,young,electric
8034,213237,10,used,car
8035,200198,6,used,car
8036,113883,1,used,electric
8037,59505,18,young,truck
8038,187090,16,used,truck
8039,142559,4,used,car
8040,143589,6,used,car
8041,17061,6,young,car
8042,113006,3,used,car
8043,26181,17,young,truck
8044,255838,9,old,car
8045,162545,5,used,car
8046,43650,14,young,truck
8047,21869,17,young,truck
8048,80228,1,young,electric
8049,51343,4,young,car
8050,74169,4,young,car
8051,126019,4,used,car
8052,290009,14,old,truck
8053,289587,14,old,truck
8054,239921,14,used,truck
8055,115418,19,used,truck
8056,171119,3,used,car
8057,295283,5,old,car
8058,240675,16,used,truck
8059,268232,16,old,truck
8060,284421,13,old,truck
8061,70163,15,young,truck
8062,102364,13,used,truck
8063,7377,15,young,truck
8064,17953,13,young,truck
8065,238137,6,used,car
8066,121039,2,used,car
8067,287688,14,old,truck
8068,54804,8,young,car
8069,236325,7,used,car
8070,241380,14,used,truck
8071,54979,0,young,electric
8072,205862,17,used,truck
8073,258307,1,old,electric
8074,263455,8,old,car
8075,152113,13,used,truck
8076,14381,5,young,car
8077,26845,15,young,truck
8078,122938,15,used,truck
8079,82052,10,young,car
8080,65766,6,young,car
8081,43068,1,young,electric
8082,18223,19,young,truck
8083,247219,13,used,truck
8084,165104,5,used,car
8085,170893,2,used,car
8086,38029,6,young,car
8087,283200,0,old,electric
8088,22368,13,young,truck
8089,111559,6,used,car
8090,143280,16,used,truck
8091,157062,19,used,truck
8092,5167,14,young,truck
8093,171322,10,used,car
8094,236069,18,used,truck
8095,129723,15,used,truck
8096,72170,16,young,truck
8097,132654,6,used,car
8098,219087,18,used,truck
8099,269887,7,old,car
8100,271367,3,old,car
8101,195688,7,used,car
8102,278061,15,old,truck
8103,46769,19,young,truck
8104,226242,0,used,electric
8105,105019,19,used,truck
8106,67987,12,young,truck
8107,10853,5,young,car
8108,89328,9,young,car
8109,54570,5,young,car
8110,246538,4,used,car
8111,70642,8,young,car
8112,208472,3,used,car
8113,79744,8,young,car
8114,225979,1,used,electric
8115,208465,5,used,car
8116,144631,0,used,electric
8117,179002,6,used,car
8118,272909,8,old,car
8119,271408,5,old,car
8120,49078,16,young,truck
8121,10130,5,young,car
8122,111579,7,used,car
8123,7171,1,young,electric
8124,174904,3,used,car
8125,288221,17,old,truck
8126,93553,19,young,truck
8127,85253,13,young,truck
8128,191808,14,used,truck
8129,136328,4,used,car
8130,143973,3,used,car
8131,274047,2,old,car
8132,261639,18,old,truck
8133,116891,15,used,truck
8134,294504,4,old,car
8135,242801,19,used,truck
8136,215147,7,used,car
8137,221333,11,used,truck
8138,210113,0,used,electric
8139,59515,8,young,car
8140,54636,17,young,truck
8141,191015,10,used,car
8142,172654,11,used,truck
8143,262821,6,old,car
8144,239626,16,used,truck
8145,191619,17,used,truck
8146,279739,2,old,car
8147,20953,6,young,car
8148,172878,5,used,car
8149,153343,2,used,car
8150,242,12,young,truck
8151,121222,14,used,truck
8152,121322,2,used,car
8153,124363,5,used,car
8154,240081,7,used,car
8155,5067,6,young,car
8156,221159,6,used,car
8157,62801,1,young,electric
8158,172452,11,used,truck
8159,155642,11,used,truck
8160,293367,4,old,car
8161,60253,14,young,truck
8162,181414,15,used,truck
8163,34319,6,young,car
8164,108384,18,used,truck
8165,218508,16,used,truck
8166,51038,8,young,car
8167,10977,7,young,car
8168,255332,16,old,truck
8169,122027,10,used,car
8170,135823,8,used,car
8171,79745,1,young,electric
8172,182144,5,used,car
8173,40274,0,young,electric
8174,81317,8,young,car
8175,20749,4,young,car
8176,12875,11,young,truck
8177,106494,11,used,truck
8178,79349,15,young,truck
8179,200555,3,used,car
8180,268048,16,old,truck
8181,76219,4,young,car
8182,56761,14,young,truck
8183,107835,10,used,car
8184,223890,14,used,truck
8185,273100,2,old,car
8186,17244,18,young,truck
8187,72456,13,young,truck
8188,33084,18,young,truck
8189,1147,16,young,truck
8190,65822,17,young,truck
8191,32773,12,young,truck
8192,210539,18,used,truck
8193,231095,12,used,truck
8194,288999,11,old,truck
8195,171135,17,used,truck
8196,212666,7,used,car
8197,166805,5,used,car
8198,96999,14,young,truck
8199,118565,11,used,truck
8200,217048,15,used,truck
8201,285316,16,old,truck
8202,108690,0,used,electric
8203,36405,7,young,car
8204,130741,12,used,truck
8205,109833,11,used,truck
8206,76803,14,young,truck
8207,143808,9,used,car
8208,12703,18,young,truck
8209,283841,4,old,car
8210,160710,6,used,car
8211,126303,17,used,truck
8212,167370,18,used,truck
8213,126465,18,used,truck
8214,39727,19,young,truck
8215,18870,1,young,electric
8216,135165,17,used,truck
8217,106143,16,used,truck
8218,274634,11,old,truck
8219,76396,5,young,car
8220,286016,13,old,truck
8221,6164,18,young,truck
8222,298925,0,old,electric
8223,227327,8,used,car
8224,275493,5,old,car
8225,214238,19,used,truck
8226,262369,12,old,truck
8227,97361,18,young,truck
8228,261512,12,old,truck
8229,253518,12,old,truck
8230,156755,3,used,car
8231,9892,11,young,truck
8232,206212,9,used,car
8233,188496,5,used,car
8234,26396,10,young,car
8235,36072,8,young,car
8236,29259,7,young,car
8237,164607,12,used,truck
8238,37485,2,young,car
8239,10933,3,young,car
8240,223459,10,used,car
8241,55147,13,young,truck
8242,87347,11,young,truck
8243,79692,4,young,car
8244,278468,4,old,car
8245,245746,19,used,truck
8246,270965,3,old,car
8247,199424,3,used,car
8248,77324,12,young,truck
8249,139596,4,used,car
8250,146697,15,used,truck
8251,97139,1,young,electric
8252,211488,13,used,truck
8253,298321,14,old,truck
8254,259035,14,old,truck
8255,139251,2,used,car
8256,96046,19,young,truck
8257,177120,0,used,electric
8258,21147,19,young,truck
8259,104883,10,used,car
8260,218878,19,used,truck
8261,220938,18,used,truck
8262,118513,8,used,car
8263,217274,17,used,truck
8264,281875,19,old,truck
8265,254902,16,old,truck
8266,298648,14,old,truck
8267,122410,8,used,car
8268,52283,0,young,electric
8269,225179,6,used,car
8270,178479,7,used,car
8271,66136,4,young,car
8272,129215,14,used,truck
8273,145748,8,used,car
8274,218908,13,used,truck
8275,259579,11,old,truck
8276,168381,7,used,car
8277,40434,2,young,car
8278,227125,7,used,car
8279,94180,1,young,electric
8280,97918,3,young,car
8281,11603,7,young,car
8282,234596,10,used,car
8283,290425,8,old,car
8284,244580,17,used,truck
8285,168786,6,used,car
8286,265736,9,old,car
8287,48488,5,young,car
8288,170196,3,used,car
8289,271585,0,old,electric
8290,16956,10,young,car
8291,160763,7,used,car
8292,38717,12,young,truck
8293,117741,18,used,truck
8294,170556,19,used,truck
8295,209278,7,used,car
8296,37468,10,young,car
8297,53897,10,young,car
8298,50772,11,young,truck
8299,279802,14,old,truck
8300,199010,15,used,truck
8301,111236,13,used,truck
8302,159603,17,used,truck
8303,151289,8,used,car
8304,99144,8,young,car
8305,6921,4,young,car
8306,297868,14,old,truck
8307,272582,10,old,car
8308,151604,5,used,car
8309,139977,15,used,truck
8310,39842,2,young,car
8311,89999,5,young,car
8312,217103,16,used,truck
8313,172904,9,used,car
8314,279956,14,old,truck
8315,142598,5,used,car
8316,267643,5,old,car
8317,12877,4,young,car
8318,102538,9,used,car
8319,88026,0,young,electric
8320,209345,5,used,car
8321,131067,6,used,car
8322,137505,7,used,car
8323,213169,11,used,truck
8324,137053,11,used,truck
8325,118835,11,used,truck
8326,215270,19,used,truck
8327,108193,8,used,car
8328,213628,13,used,truck
8329,7806,1,young,electric
8330,154865,6,used,car
8331,76481,3,young,car
8332,30329,14,young,truck
8333,247982,6,used,car
8334,143956,0,used,electric
8335,148681,2,used,car
8336,260050,14,old,truck
8337,293872,0,old,electric
8338,166679,4,used,car
8339,196898,19,used,truck
8340,254311,15,old,truck
8341,170800,7,used,car
8342,168452,12,used,truck
8343,225682,0,used,electric
8344,121595,1,used,electric
8345,272175,16,old,truck
8346,205519,10,used,car
8347,572,5,young,car
8348,39305,18,young,truck
8349,273642,8,old,car
8350,228008,4,used,car
8351,219170,2,used,car
8352,81303,6,young,car
8353,494,5,young,car
8354,187172,14,used,truck
8355,250572,0,old,electric
8356,91448,7,young,car
8357,203626,9,used,car
8358,77801,17,young,truck
8359,242458,2,used,car
8360,193693,8,used,car
8361,85781,10,young,car
8362,49957,17,young,truck
8363,291573,12,old,truck
8364,210506,7,used,car
8365,179848,9,used,car
8366,229845,12,used,truck
8367,194372,18,used,truck
8368,170027,2,used,car
8369,292872,4,old,car
8370,28157,12,young,truck
8371,235935,15,used,truck
8372,221084,9,used,car
8373,24255,5,young,car
8374,3894,17,young,truck
8375,264423,10,old,car
8376,27459,0,young,electric
8377,20522,4,young,car
8378,275636,5,old,car
8379,168583,16,used,truck
8380,140237,1,used,electric
8381,252598,0,old,electric
8382,143929,12,used,truck
8383,194959,1,used,electric
8384,176529,4,used,car
8385,97108,19,young,truck
8386,244716,3,used,car
8387,70717,13,young,truck
8388,38550,0,young,electric
8389,163066,14,used,truck
8390,133268,15,used,truck
8391,137480,16,used,truck
8392,6853,1,young,electric
8393,20839,5,young,car
8394,114251,4,used,car
8395,227123,7,used,car
8396,260642,16,old,truck
8397,154715,14,used,truck
8398,19653,11,young,truck
8399,209641,13,used,truck
8400,183636,19,used,truck
8401,105679,14,used,truck
8402,8589,14,young,truck
8403,242470,8,used,car
8404,82814,13,young,truck
8405,179250,19,used,truck
8406,250938,19,old,truck
8407,239790,15,used,truck
8408,219935,13,used,truck
8409,283695,2,old,car
8410,193362,15,used,truck
8411,125896,6,used,car
8412,73731,7,young,car
8413,47781,9,young,car
8414,204060,2,used,car
8415,169460,7,used,car
8416,237703,1,used,electric
8417,234858,13,used,truck
8418,143492,16,used,truck
8419,267140,17,old,truck
8420,38671,5,young,car
8421,99841,4,young,car
8422,179518,7,used,car
8423,226950,11,used,truck
8424,28947,1,young,electric
8425,208562,14,used,truck
8426,53032,13,young,truck
8427,138379,10,used,car
8428,209708,6,used,car
8429,15473,1,young,electric
8430,153426,13,used,truck
8431,153311,17,used,truck
8432,104452,6,used,car
8433,240733,7,used,car
8434,186595,14,used,truck
8435,20674,2,young,car
8436,117982,15,used,truck
8437,38534,17,young,truck
8438,232832,13,used,truck
8439,231827,9,used,car
8440,244496,5,used,car
8441,88300,11,young,truck
8442,177717,0,used,electric
8443,213587,7,used,car
8444,157761,3,used,car
8445,297986,5,old,car
8446,145861,19,used,truck
8447,96539,14,young,truck
8448,7285,7,young,car
8449,297146,0,old,electric
8450,198978,9,used,car
8451,15197,16,young,truck
8452,43815,11,young,truck
8453,60618,14,young,truck
8454,256320,5,old,car
8455,152612,15,used,truck
8456,26994,15,young,truck
8457,81051,2,young,car
8458,183722,15,used,truck
8459,134811,1,used,electric
8460,273567,6,old,car
8461,44500,2,young,car
8462,5563,18,young,truck
8463,132785,2,used,car
8464,51699,15,young,truck
8465,92921,12,young,truck
8466,81576,3,young,car
8467,148792,19,used,truck
8468,17150,18,young,truck
8469,291528,7,old,car
8470,48801,14,young,truck
8471,56435,5,young,car
8472,121555,6,used,car
8473,221293,2,used,car
8474,214553,4,used,car
8475,117200,6,used,car
8476,277719,13,old,truck
8477,192621,16,used,truck
8478,155515,14,used,truck
8479,49618,0,young,electric
8480,138458,6,used,car
8481,268337,7,old,car
8482,88193,16,young,truck
8483,272135,16,old,truck
8484,222360,4,used,car
8485,252786,3,old,car
8486,138932,4,used,car
8487,218992,4,used,car
8488,20502,10,young,car
8489,57665,18,young,truck
8490,251718,10,old,car
8491,33086,16,young,truck
8492,10960,10,young,car
8493,110556,13,used,truck
8494,144898,14,used,truck
8495,83333,3,young,car
8496,296215,1,old,electric
8497,273054,14,old,truck
8498,138815,13,used,truck
8499,101403,19,used,truck
8500,9648,17,young,truck
8501,125398,11,used,truck
8502,70443,1,young,electric
8503,167251,0,used,electric
8504,258972,7,old,car
8505,33965,15,young,truck
8506,122948,9,used,car
8507,283247,12,old,truck
8508,210715,2,used,car
8509,88354,19,young,truck
8510,269004,1,old,electric
8511,196150,4,used,car
8512,80930,19,young,truck
8513,241763,17,used,truck
8514,250042,19,old,truck
8515,27615,6,young,car
8516,87281,14,young,truck
8517,252788,13,old,truck
8518,244636,3,used,car
8519,117724,2,used,car
8520,192477,4,used,car
8521,262259,11,old,truck
8522,263582,17,old,truck
8523,111212,18,used,truck
8524,18565,12,young,truck
8525,31464,6,young,car
8526,219108,2,used,car
8527,133986,17,used,truck
8528,156335,19,used,truck
8529,4267,9,young,car
8530,251499,14,old,truck
8531,106347,6,used,car
8532,127409,18,used,truck
8533,192671,9,used,car
8534,116996,15,used,truck
8535,173712,17,used,truck
8536,143541,0,used,electric
8537,148904,5,used,car
8538,9801,4,young,car
8539,197353,0,used,electric
8540,298123,18,old,truck
8541,95958,13,young,truck
8542,117637,14,used,truck
8543,157969,5,used,car
8544,282427,0,old,electric
8545,245225,17,used,truck
8546,219277,19,used,truck
8547,190653,16,used,truck
8548,130327,0,used,electric
8549,269471,15,old,truck
8550,219414,7,used,car
8551,299832,14,old,truck
8552,253754,18,old,truck
8553,227948,17,used,truck
8554,84459,8,young,car
8555,1487,13,young,truck
8556,182832,3,used,car
8557,141796,10,used,car
8558,296870,10,old,car
8559,89584,17,young,truck
8560,128198,2,used,car
8561,112066,9,used,car
8562,215346,6,used,car
8563,222743,13,used,truck
8564,120009,16,used,truck
8565,219542,4,used,car
8566,123000,17,used,truck
8567,115134,0,used,electric
8568,48935,13,young,truck
8569,57398,6,young,car
8570,252688,12,old,truck
8571,258678,9,old,car
8572,240121,8,used,car
8573,88264,8,young,car
8574,243510,10,used,car
8575,36048,17,young,truck
8576,242300,7,used,car
8577,147531,6,used,car
8578,116720,0,used,electric
8579,89421,5,young,car
8580,14114,18,young,truck
8581,46546,16,young,truck
8582,220175,14,used,truck
8583,123455,10,used,car
8584,228879,13,used,truck
8585,200804,6,used,car
8586,154133,7,used,car
8587,288755,10,old,car
8588,37030,17,young,truck
8589,139626,16,used,truck
8590,109260,16,used,truck
8591,133955,15,used,truck
8592,124221,14,used,truck
8593,84688,10,young,car
8594,255977,15,old,truck
8595,13110,15,young,truck
8596,154274,0,used,electric
8597,270504,19,old,truck
8598,241719,3,used,car
8599,171730,6,used,car
8600,242788,1,used,electric
8601,19063,8,young,car
8602,298067,12,old,truck
8603,170354,14,used,truck
8604,98530,10,young,car
8605,200935,0,used,electric
8606,154549,0,used,electric
8607,269628,11,old,truck
8608,241274,8,used,car
8609,237458,1,used,electric
8610,147315,12,used,truck
8611,157557,16,used,truck
8612,209230,13,used,truck
8613,165156,14,used,truck
8614,247673,2,used,car
8615,232893,12,used,truck
8616,42284,9,young,car
8617,196452,7,used,car
8618,291443,16,old,truck
8619,274499,11,old,truck
8620,119584,19,used,truck
8621,271237,9,old,car
8622,110832,17,used,truck
8623,12577,5,young,car
8624,126897,7,used,car
8625,67827,1,young,electric
8626,268282,19,old,truck
8627,184476,6,used,car
8628,207907,3,used,car
8629,3595,10,young,car
8630,164470,0,used,electric
8631,251487,0,old,electric
8632,259585,3,old,car
8633,83992,2,young,car
8634,227381,9,used,car
8635,195811,13,used,truck
8636,61748,7,young,car
8637,266671,4,old,car
8638,88938,6,young,car
8639,108953,10,used,car
8640,263968,15,old,truck
8641,225448,2,used,car
8642,124581,10,used,car
8643,188397,5,used,car
8644,279440,13,old,truck
8645,175334,18,used,truck
8646,90957,3,young,car
8647,167654,16,used,truck
8648,43980,1,young,electric
8649,27851,16,young,truck
8650,20336,2,young,car
8651,63122,15,young,truck
8652,107466,16,used,truck
8653,133606,5,used,car
8654,160592,14,used,truck
8655,256500,16,old,truck
8656,104397,1,used,electric
8657,151945,7,used,car
8658,270281,6,old,car
8659,282065,18,old,truck
8660,175174,5,used,car
8661,70795,6,young,car
8662,198918,14,used,truck
8663,264962,9,old,car
8664,216074,13,used,truck
8665,39297,7,young,car
8666,46571,6,young,car
8667,161995,8,used,car
8668,100780,1,used,electric
8669,274533,4,old,car
8670,135439,12,used,truck
8671,77878,12,young,truck
8672,122257,3,used,car
8673,289825,3,old,car
8674,84254,12,young,truck
8675,240840,5,used,car
8676,292089,3,old,car
8677,96200,14,young,truck
8678,266074,16,old,truck
8679,71984,17,young,truck
8680,99629,19,young,truck
8681,8534,0,young,electric
8682,262490,7,old,car
8683,47379,18,young,truck
8684,84959,16,young,truck
8685,36142,2,young,car
8686,56525,15,young,truck
8687,189961,5,used,car
8688,290475,4,old,car
8689,69236,8,young,car
8690,229761,10,used,car
8691,185394,0,used,electric
8692,142768,19,used,truck
8693,170393,15,used,truck
8694,285199,2,old,car
8695,232648,16,used,truck
8696,70304,19,young,truck
8697,190164,3,used,car
8698,79266,8,young,car
8699,220633,14,used,truck
8700,68238,18,young,truck
8701,104328,2,used,car
8702,38162,18,young,truck
8703,275608,14,old,truck
8704,242857,12,used,truck
8705,190157,8,used,car
8706,28766,19,young,truck
8707,211867,18,used,truck
8708,168802,13,used,truck
8709,198928,16,used,truck
8710,29704,16,young,truck
8711,172605,1,used,electric
8712,56145,13,young,truck
8713,139230,5,used,car
8714,2827,8,young,car
8715,197566,15,used,truck
8716,290353,0,old,electric
8717,262277,12,old,truck
8718,131382,18,used,truck
8719,245817,17,used,truck
8720,54810,11,young,truck
8721,217810,17,used,truck
8722,76565,15,young,truck
8723,50083,7,young,car
8724,165899,13,used,truck
8725,10282,4,young,car
8726,183162,19,used,truck
8727,103754,7,used,car
8728,224792,6,used,car
8729,12307,7,young,car
8730,49557,6,young,car
8731,287210,1,old,electric
8732,238836,10,used,car
8733,66736,6,young,car
8734,248531,13,used,truck
8735,198569,13,used,truck
8736,244071,6,used,car
8737,222007,8,used,car
8738,23569,14,young,truck
8739,5952,9,young,car
8740,285728,1,old,electric
8741,154779,3,used,car
8742,172291,17,used,truck
8743,214084,8,used,car
8744,203455,9,used,car
8745,91781,2,young,car
8746,290953,11,old,truck
8747,81200,3,young,car
8748,66479,7,young,car
8749,162341,13,used,truck
8750,128245,17,used,truck
8751,136604,16,used,truck
8752,286221,5,old,car
8753,227210,3,used,car
8754,70583,0,young,electric
8755,31298,12,young,truck
8756,236634,18,used,truck
8757,68981,16,young,truck
8758,176242,4,used,car
8759,19023,0,young,electric
8760,187411,12,used,truck
8761,291905,1,old,electric
8762,18180,12,young,truck
8763,107184,11,used,truck
8764,18779,5,young,car
8765,153119,3,used,car
8766,133604,10,used,car
8767,92994,10,young,car
8768,295301,6,old,car
8769,185215,19,used,truck
8770,122698,16,used,truck
8771,7761,7,young,car
8772,221940,15,used,truck
8773,61683,3,young,car
8774,90914,6,young,car
8775,30164,0,young,electric
8776,207950,19,used,truck
8777,198807,1,used,electric
8778,261973,2,old,car
8779,227498,6,used,car
8780,78673,12,young,truck
8781,264743,12,old,truck
8782,163104,12,used,truck
8783,69546,11,young,truck
8784,102702,5,used,car
8785,119535,16,used,truck
8786,25573,2,young,car
8787,194939,1,used,electric
8788,54174,4,young,car
8789,289089,10,old,car
8790,190697,10,used,car
8791,13960,2,young,car
8792,159766,3,used,car
8793,239632,12,used,truck
8794,146976,17,used,truck
8795,174708,14,used,truck
8796,119486,18,used,truck
8797,247524,9,used,car
8798,172727,6,used,car
8799,85948,11,young,truck
8800,7998,18,young,truck
8801,24282,0,young,electric
8802,215416,1,used,electric
8803,276368,18,old,truck
8804,22957,15,young,truck
8805,178967,16,used,truck
8806,181253,18,used,truck
8807,15297,0,young,electric
8808,277564,13,old,truck
8809,285085,19,old,truck
8810,81057,9,young,car
8811,16334,9,young,car
8812,250665,15,old,truck
8813,161396,0,used,electric
8814,158424,4,used,car
8815,113558,9,used,car
8816,207450,18,used,truck
8817,290256,7,old,car
8818,176970,1,used,electric
8819,95597,1,young,electric
8820,237861,13,used,truck
8821,126367,15,used,truck
8822,178044,16,used,truck
8823,290036,5,old,car
8824,165398,2,used,car
8825,90557,6,young,car
8826,169734,9,used,car
8827,168986,4,used,car
8828,98862,0,young,electric
8829,156490,7,used,car
8830,182826,6,used,car
8831,162310,3,used,car
8832,138456,7,used,car
8833,254447,8,old,car
8834,171794,5,used,car
8835,122940,0,used,electric
8836,45728,2,young,car
8837,271629,17,old,truck
8838,203030,15,used,truck
8839,169782,5,used,car
8840,21521,15,young,truck
8841,288270,14,old,truck
8842,196268,1,used,electric
8843,171510,13,used,truck
8844,107475,16,used,truck
8845,62534,12,young,truck
8846,245009,12,used,truck
8847,261177,12,old,truck
8848,255151,13,old,truck
8849,228312,11,used,truck
8850,89762,5,young,car
8851,242148,1,used,electric
8852,128584,3,used,car
8853,178544,10,used,car
8854,95519,16,young,truck
8855,278867,16,old,truck
8856,60362,9,young,car
8857,67044,8,young,car
8858,27054,15,young,truck
8859,170227,3,used,car
8860,38686,18,young,truck
8861,30135,19,young,truck
8862,193612,18,used,truck
8863,214042,1,used,electric
8864,120759,17,used,truck
8865,1703,0,young,electric
8866,6640,17,young,truck
8867,30172,5,young,car
8868,171498,10,used,car
8869,248559,9,used,car
8870,211074,14,used,truck
8871,55594,18,young,truck
8872,190720,16,used,truck
8873,185204,4,used,car
8874,180234,4,used,car
8875,35471,4,young,car
8876,22341,16,young,truck
8877,60005,17,young,truck
8878,196119,10,used,car
8879,3878,11,young,truck
8880,267928,12,old,truck
8881,97064,14,young,truck
8882,17652,17,young,truck
8883,289201,19,old,truck
8884,128712,2,used,car
8885,18741,4,young,car
8886,100467,14,used,truck
8887,127792,13,used,truck
8888,258702,3,old,car
8889,128473,1,used,electric
8890,255897,11,old,truck
8891,87292,18,young,truck
8892,191652,13,used,truck
8893,268738,12,old,truck
8894,272340,17,old,truck
8895,144904,2,used,car
8896,4262,2,young,car
8897,31191,17,young,truck
8898,108992,17,used,truck
8899,186146,8,used,car
8900,1224,9,young,car
8901,127636,10,used,car
8902,236940,10,used,car
8903,132946,19,used,truck
8904,141405,2,used,car
8905,39058,7,young,car
8906,239838,5,used,car
8907,238376,8,used,car
8908,220210,3,used,car
8909,222801,12,used,truck
8910,278378,11,old,truck
8911,204764,7,used,car
8912,186623,7,used,car
8913,216,10,young,car
8914,19352,8,young,car
8915,202006,9,used,car
8916,234627,15,used,truck
8917,82569,10,young,car
8918,128671,15,used,truck
8919,60441,9,young,car
8920,224928,12,used,truck
8921,134376,15,used,truck
8922,71811,18,young,truck
8923,219399,6,used,car
8924,43922,11,young,truck
8925,42065,12,young,truck
8926,126535,3,used,car
8927,88143,6,young,car
8928,85865,18,young,truck
8929,97835,9,young,car
8930,126603,0,used,electric
8931,288956,9,old,car
8932,205816,1,used,electric
8933,261856,7,old,car
8934,270600,11,old,truck
8935,92553,12,young,truck
8936,266564,8,old,car
8937,104683,6,used,car
8938,270170,11,old,truck
8939,121437,8,used,car
8940,289889,13,old,truck
8941,63691,1,young,electric
8942,217231,19,used,truck
8943,282091,15,old,truck
8944,243574,9,used,car
8945,294715,13,old,truck
8946,257203,0,old,electric
8947,283001,9,old,car
8948,28219,2,young,car
8949,192599,3,used,car
8950,43874,19,young,truck
8951,270530,7,old,car
8952,258517,12,old,truck
8953,222451,14,used,truck
8954,34961,3,young,car
8955,25962,1,young,electric
8956,211133,10,used,car
8957,292043,14,old,truck
8958,106029,19,used,truck
8959,266448,8,old,car
8960,259379,6,old,car
8961,252835,4,old,car
8962,66574,4,young,car
8963,116358,14,used,truck
8964,201865,13,used,truck
8965,159727,13,used,truck
8966,74727,9,young,car
8967,222481,7,used,car
8968,256467,10,old,car
8969,123894,3,used,car
8970,42537,8,young,car
8971,228905,7,used,car
8972,271070,4,old,car
